time,monitor_ip,reorder,trans_bytes,retrans_bytes,trans_pkts,retrans_pkts,rtt_first,rtt_min,rtt_avg,rtt_max,mdev_avg,mdev_max,rto_avg,rto_max,cwnd_min,cwnd_avg,cwnd_max,wnd_min,wnd_avg,wnd_max,disorder_times,cwr_times,rcvy_times,loss_times
20-18:46:13,114.255.218.24,3,10949214,92800,8055,73,25,25,240,598,94,557,499,1096,2,124,285,0,747232,1048576,1,0,3,0
20-18:46:28,114.254.136.93,3,10949214,5440,8054,4,16,16,95,170,26,226,300,390,20,184,194,81664,193039,197120,0,0,0,0
20-18:46:47,123.114.77.143,3,10491231,227120,7717,167,23,23,61,159,37,264,272,441,20,260,403,81600,516246,935680,0,0,3,0
20-18:46:32,111.197.92.206,3,10949214,131584,8055,97,27,27,295,1087,161,1066,946,2507,20,213,242,1024,235684,262400,0,0,1,0
20-18:46:52,111.199.234.67,3,10949206,885360,8053,651,23,23,57,127,20,146,257,327,20,157,424,81600,909801,1048576,0,0,4,0
20-18:45:54,114.248.230.208,3,10949206,461419,8053,340,140,101,168,273,41,386,375,659,12,20,49,81600,507333,522944,78,0,98,0
20-18:46:39,114.252.55.242,127,10949206,433840,8053,319,31,31,268,1603,87,1744,653,3347,20,103,196,81664,195524,198656,0,0,6,0
20-18:46:39,114.252.55.242,3,10949214,447440,8054,329,49,45,192,1579,78,1102,481,2681,11,60,194,81664,195270,197120,0,0,8,0
20-18:45:48,114.253.246.132,12,10949206,463926,8053,342,26,26,196,1272,187,1389,694,2661,2,21,37,81600,643486,816000,59,1,91,1
20-18:47:7,101.129.4.91,36,10949214,282880,8054,208,14,14,89,1049,48,1933,375,2982,14,60,177,81600,667906,699072,7,0,9,0
20-18:47:6,111.192.78.247,3,10949214,13600,8054,10,26,26,299,1082,81,836,727,1918,11,167,193,81664,193219,197120,1,1,0,0
