time,monitor_ip,reorder,trans_bytes,retrans_bytes,trans_pkts,retrans_pkts,rtt_first,rtt_min,rtt_avg,rtt_max,mdev_avg,mdev_max,rto_avg,rto_max,cwnd_min,cwnd_avg,cwnd_max,wnd_min,wnd_avg,wnd_max,disorder_times,cwr_times,rcvy_times,loss_times
19-06:36:45,123.121.202.227,12,1234955,484160,909,356,15,15,318,1577,252,1655,1007,37152,6,42,110,13696,490138,1047296,2,0,5,0
19-06:34:13,123.122.83.227,3,1101227,6718400,812,4940,13,13,864,4979,950,14567,4163,20769,5,16,103,81664,250496,263936,5,0,2,1
19-07:01:36,111.199.89.142,3,1492896,300560,1100,221,12,12,54,187,23,215,266,419,8,114,282,81600,347194,639232,0,0,2,0
19-07:01:36,111.199.89.142,3,1492902,334560,1101,246,11,11,67,196,23,228,281,428,12,138,334,81600,357478,897600,0,0,2,0
19-07:03:35,114.243.228.74,3,1298040,0,957,0,0,256,833,1998,445,699,1477,2759,20,171,483,81600,393994,1048576,0,0,0,0
19-07:15:24,123.120.180.228,3,1432523,85680,1055,63,12,12,171,16903,59,11382,405,42427,20,153,244,81664,206144,263936,2,1,1,0
19-07:09:51,114.241.46.223,3,1235696,160480,910,118,14,13,31,59,27,74,231,259,20,160,301,0,111882,756992,0,0,1,0
19-07:25:37,125.33.239.157,3,1222715,202640,901,149,20,20,544,5219,240,3169,1257,8388,20,81,271,81600,315080,522944,0,0,1,0
19-07:29:25,111.193.66.191,3,1472949,254389,1085,189,11,11,46,117,31,188,245,317,6,120,363,81600,334310,522944,0,0,2,0
19-07:37:24,123.113.48.191,3,1188747,0,826,0,33,19,44,67,37,93,243,267,20,109,170,14720,265884,632576,0,0,0,0
19-07:38:7,114.245.48.40,3,1298040,68000,957,50,0,44,317,2164,236,2152,1736,8340,6,25,30,81600,484436,652800,2,0,4,0
19-07:41:22,114.253.51.21,3,1319726,8160,972,6,12,12,36,49,23,67,235,249,20,50,55,81600,449138,522944,0,0,1,0
19-07:42:0,61.148.197.106,3,1298046,20440,892,14,13,13,151,255,36,223,358,478,20,49,86,87616,413598,522880,0,0,2,0
19-07:42:20,124.64.104.46,3,1319732,413440,972,304,17,17,64,205,19,135,264,405,20,98,308,13696,394672,1047296,0,0,1,0
19-07:42:20,124.64.104.46,3,1319726,277440,971,204,17,17,59,202,29,162,258,402,20,96,202,13696,592393,1047296,0,0,1,0
19-07:42:24,114.244.77.78,3,1380397,0,1017,0,18,18,208,453,123,363,468,821,20,180,309,61248,319528,1048576,0,0,0,0
19-07:48:12,114.248.81.146,5,1402784,228084,1034,179,36,36,2661,10241,3927,40006,12779,55108,5,29,68,81600,540547,671872,4,1,2,2
19-07:52:19,114.244.193.224,3,1122673,368560,831,271,18,18,49,132,23,101,249,332,20,59,158,13696,313024,953216,0,0,2,0
19-07:53:58,123.119.113.116,3,1492896,20400,1099,15,18,18,48,160,34,193,247,360,19,39,123,13632,744869,1264832,1,0,5,0
19-07:54:3,111.203.111.1,3,1492896,50320,1098,37,25,24,98,252,20,74,298,452,20,133,310,13632,311526,522944,0,0,3,0
19-07:54:3,111.203.111.1,3,1492902,16320,1100,12,25,25,95,250,21,87,295,450,20,114,220,13632,330356,522944,0,0,3,0
19-07:55:17,123.113.97.36,3,1492896,276080,1100,203,12,12,52,150,28,102,252,350,20,108,207,81600,519443,1044480,0,0,1,0
19-07:55:17,123.113.97.36,3,1492902,289680,1101,213,11,11,63,154,41,89,276,531,5,93,288,81600,409915,573952,1,0,1,1
19-08:04:5,114.242.248.210,3,1007598,0,721,0,14,14,15,17,6,28,214,217,20,125,132,3584,41618,131072,0,0,0,0
19-08:07:9,182.48.113.11,3,1201580,328500,823,225,0,234,271,299,63,552,574,832,14,34,113,14720,283865,586752,3,0,8,0
19-08:07:42,111.194.42.13,3,1319726,0,973,0,20,19,244,580,124,438,638,1018,20,141,295,61248,357027,522944,0,0,0,0
19-08:07:42,111.194.42.13,3,1319732,4277,973,5,20,20,93,455,74,812,383,1224,12,26,37,61248,503505,636480,1,1,0,0
19-08:10:6,111.198.240.151,3,1338129,180736,949,128,0,69,211,376,96,262,459,638,6,82,180,256960,256960,256960,0,0,4,0
19-08:10:38,61.148.222.66,3,1282207,1290640,881,884,35,35,1342,3497,1174,3056,3528,6514,5,14,56,93440,128758,129940,6,0,10,2
19-08:14:24,114.254.226.191,3,1139952,0,841,0,85,21,63,95,64,250,293,335,20,111,178,81664,167025,197120,0,0,0,0
19-08:14:24,114.254.226.191,3,1139946,0,839,0,85,32,69,92,64,250,298,335,20,113,178,81664,169358,198656,0,0,0,0
19-08:14:30,111.203.197.53,116,1155339,0,839,0,1280,207,482,1280,1310,6706,4031,7986,20,81,156,66048,244317,262144,0,0,0,0
19-08:16:7,111.198.240.151,3,1495264,217448,1061,154,20,20,49,89,23,100,249,289,11,26,56,256960,256960,256960,2,0,12,0
19-08:16:7,123.117.167.186,3,1126201,982335,784,683,209,163,172,237,44,446,472,1024,1,10,30,129940,129940,129940,31,0,10,23
19-08:14:29,114.246.162.40,3,1237364,1236160,861,860,43,43,388,2462,810,7225,1844,120000,5,11,38,65472,178230,262080,19,1,16,5
19-08:14:24,114.246.162.40,3,1476405,1436320,1027,999,173,156,400,2718,737,5657,1909,120000,5,11,34,65472,196176,262080,14,0,15,5
19-08:14:22,114.246.162.40,5,1150964,1370848,801,954,165,160,381,1822,886,6099,1839,120000,5,11,32,65472,66240,66240,24,0,19,9
19-08:14:26,114.246.162.40,3,1090482,1325984,759,923,154,152,401,2447,866,5623,2086,120000,5,11,32,65696,101847,262080,23,0,18,10
19-08:14:23,114.246.162.40,3,1479291,1527040,1029,1062,0,157,333,1811,745,6285,1681,120000,5,12,38,65472,66240,66240,22,0,18,12
19-08:14:21,114.246.162.40,3,1267243,1402560,881,974,45,45,486,2550,1108,6253,2461,120000,5,14,56,66240,152499,214560,23,0,17,11
19-08:18:13,111.201.1.183,3,1245038,344080,918,253,12,12,28,103,10,65,228,120000,1,119,400,81600,278133,522944,1,0,1,0
19-08:21:57,111.197.83.234,3,1492902,9520,1101,7,14,14,79,203,49,316,338,584,20,164,338,81600,376928,525696,0,0,1,0
19-08:21:57,111.197.83.234,3,1492896,14133,1100,11,15,15,73,196,31,349,317,555,20,144,358,81600,377152,522944,0,0,1,0
19-08:23:2,114.249.115.178,3,1352777,305868,996,226,16,16,23,72,19,199,222,272,9,14,46,81600,527347,576640,18,0,22,0
19-08:23:44,182.50.115.98,98,1492896,91263,1245,77,0,845,2071,5523,1949,7599,5922,12841,7,24,128,81600,520248,565760,6,0,17,0
19-08:23:55,182.50.115.98,3,1492902,78626,1246,66,0,1159,2304,5021,1792,7365,6306,11358,15,29,52,81600,568122,618816,0,0,12,0
19-08:25:47,111.193.252.179,115,1298046,0,957,0,51,18,43,68,44,206,247,271,20,122,178,81664,227938,263936,0,0,0,0
19-08:27:42,123.113.246.160,3,1382294,341360,1017,251,25,25,951,7494,436,5161,2168,38376,20,105,255,13632,228408,718080,1,0,2,0
19-08:26:28,123.118.234.252,43,1374043,278800,1012,205,19,19,3004,6410,1437,7203,7145,13608,15,33,73,81664,246045,263936,2,1,1,0
19-08:28:11,61.148.57.158,3,1251643,1081264,922,796,11,11,22,49,9,62,222,9019,2,44,53,81600,402204,522944,1,0,3,0
19-08:30:29,114.249.117.191,3,1298040,0,957,0,18,18,47,78,17,36,247,278,20,137,196,81664,168732,198656,0,0,0,0
19-08:31:38,111.194.235.55,3,1224643,91120,903,67,17,17,147,555,196,575,530,1130,20,115,227,61248,354156,522944,0,0,1,0
19-08:32:47,114.250.189.177,3,1208981,82960,892,61,12,12,43,137,25,78,243,337,20,166,437,81600,310619,553088,0,0,1,0
19-08:32:47,114.250.189.177,3,1208974,199920,891,147,12,12,32,133,16,28,232,333,20,135,431,81600,328832,671872,0,0,1,0
19-08:35:49,111.203.234.194,3,1059357,1147840,781,844,12,12,24,69,35,106,224,269,6,33,199,81600,415108,522944,0,0,3,0
19-08:35:49,111.203.234.194,3,1059364,678929,782,500,14,14,24,75,30,167,223,400,5,52,262,81600,301114,522944,3,0,2,3
19-08:41:32,114.240.164.154,3,1319732,108800,973,80,27,20,79,156,40,193,286,365,20,142,299,81600,367047,522944,0,0,1,0
19-08:41:32,114.240.164.154,20,1319726,144611,973,107,13,13,64,153,50,197,267,359,14,89,208,56384,320728,533824,0,0,2,0
19-08:44:48,123.115.76.207,3,1443932,61200,1063,45,14,14,36,77,18,65,236,277,20,93,169,81600,620341,1048576,0,0,1,0
19-08:44:48,123.115.76.207,3,1443939,78880,1064,58,16,16,37,72,17,53,237,272,20,83,198,81600,544273,1048576,0,0,2,0
19-08:46:0,114.252.36.97,3,1247387,352240,918,259,20,20,43,250,20,245,243,495,20,137,433,81600,286304,522944,0,0,1,0
19-08:46:0,114.252.36.97,3,1209674,270640,892,199,21,20,39,250,16,163,239,450,20,130,411,81600,310125,522944,0,0,1,0
19-08:47:31,111.203.42.65,3,1319726,0,973,0,183,15,92,183,168,675,559,858,20,132,200,81600,370892,522944,0,0,0,0
19-08:48:57,111.198.241.185,3,1334616,0,983,0,17,17,49,162,29,120,249,362,20,149,379,81600,368840,748032,0,0,0,0
19-08:48:57,114.243.128.144,3,1298040,0,957,0,17,17,28,56,20,41,228,256,20,185,425,81600,330395,554880,0,0,0,0
19-08:49:4,61.149.177.222,3,1438434,912092,988,629,71,70,73,80,15,142,272,280,6,11,34,65376,100110,229220,10,0,16,0
19-08:48:43,123.124.206.82,3,1371869,410064,1011,306,71,42,118,2451,202,7930,485,120000,5,18,46,81664,425936,526080,10,0,13,1
19-08:47:20,111.197.254.145,3,1144870,1105420,792,769,0,734,2882,20207,2481,102666,10371,120000,5,17,37,129414,129923,129940,8,0,11,2
19-08:56:55,111.193.140.63,3,1181126,0,871,0,16,16,46,114,49,98,246,314,20,95,310,81600,278282,522944,0,0,0,0
19-08:57:39,114.254.220.38,3,1492896,1191893,1100,877,17,17,44,88,26,77,244,288,8,78,187,81600,371768,655552,0,0,2,0
19-08:57:39,114.254.220.38,3,1492902,265200,1101,195,17,17,52,70,17,85,251,270,6,36,99,81600,463618,522944,1,0,2,0
19-08:58:5,111.200.231.99,22,1094447,161936,784,116,73,73,309,702,230,717,699,1419,13,29,102,16752,170389,261052,5,0,5,0
19-09:00:7,124.65.79.138,3,1289544,1349808,886,929,20,15,15,20,5,63,215,220,6,9,32,65092,65700,65700,4,0,7,0
19-09:02:0,111.200.231.99,3,1389626,177292,997,127,0,320,944,1481,429,1566,2049,2971,5,79,155,65612,198232,261052,1,0,1,1
19-09:00:27,202.60.127.85,3,1355943,5756383,930,3944,40,40,42,47,13,80,391,1836,5,10,34,65700,65700,65700,113,0,92,22
19-09:04:35,123.118.254.24,3,1435721,53280,998,37,17,17,73,283,16,69,272,483,20,161,409,13632,266904,586304,0,0,1,0
19-09:04:35,123.118.254.24,3,1435728,63360,998,44,17,17,77,283,41,193,277,483,20,144,327,13632,256204,567360,0,0,1,0
