time,monitor_ip,reorder,trans_bytes,retrans_bytes,trans_pkts,retrans_pkts,rtt_first,rtt_min,rtt_avg,rtt_max,mdev_avg,mdev_max,rto_avg,rto_max,cwnd_min,cwnd_avg,cwnd_max,wnd_min,wnd_avg,wnd_max,disorder_times,cwr_times,rcvy_times,loss_times
21-12:32:1,61.149.215.134,3,203784,3325880,143,2278,7,5,6,7,8,14,17786,120000,5,12,30,65031,65451,65535,36,0,12,24
21-12:32:0,61.149.215.134,3,208744,2875840,145,1971,5,5,6,7,10,17,594,120000,5,15,30,65043,65436,65535,27,0,13,14
21-12:32:1,61.149.215.134,3,208462,2787958,145,1911,5,5,5,7,9,19,23367,120000,5,9,30,65041,65452,65535,25,0,11,14
21-12:30:25,124.65.176.34,3,230953,5959812,169,4386,10,10,10,10,20,20,82570,120000,5,11,30,130636,131028,131072,3,0,2,4
21-12:32:17,61.149.215.134,3,203380,2874740,140,1969,4,4,7,9,27,53,30363,120000,5,10,30,65095,65425,65535,29,0,16,13
21-12:32:31,61.149.215.134,3,203374,2903940,140,1989,6,6,6,7,15,20,3219,120000,5,9,30,65101,65448,65535,25,0,9,16
21-12:32:38,61.149.215.134,3,202846,3287708,140,2253,6,5,6,6,8,12,4170,120000,5,11,30,65535,65535,65535,32,0,11,21
21-12:32:34,61.149.215.134,3,201377,3111685,140,2132,4,4,4,5,7,13,16981,120000,5,9,30,65110,65428,65535,27,0,12,15
21-12:32:55,61.149.215.134,3,206322,3403358,143,2333,6,5,7,11,17,44,4601,120000,5,11,30,65097,65425,65535,31,0,18,13
21-12:33:5,61.149.215.134,3,235489,3223680,162,2208,6,6,9,13,24,39,1469,120000,5,9,30,65106,65463,65535,34,0,15,20
21-12:33:32,124.65.176.34,45,237443,5112866,173,3747,20,20,20,20,40,40,26961,120000,5,12,30,131072,131072,131072,5,0,4,5
21-12:33:54,111.204.179.184,3,207954,1118232,205,1127,6,6,97,235,302,1843,1308,11848,5,21,66,65535,65535,65535,19,0,5,11
21-12:35:1,61.149.215.134,3,207012,3307224,144,2266,5,5,5,5,6,10,322,120000,5,14,30,65031,65434,65535,28,0,11,17
21-12:35:51,124.65.176.34,45,207746,5194206,152,3798,12,12,12,12,24,24,4350,12210,5,11,30,131072,131072,131072,5,0,2,2
21-12:35:13,61.149.215.134,3,209546,3094016,146,2122,5,5,5,6,10,16,24378,120000,5,14,32,65101,65448,65535,26,0,15,11
21-12:35:13,61.149.215.134,3,204738,2753812,143,1889,6,5,7,10,14,27,44680,120000,5,8,30,65101,65462,65535,17,0,10,7
21-12:35:13,61.149.215.134,3,214245,2724648,149,1869,4,4,4,5,8,11,462,120000,5,9,30,65098,65425,65535,25,0,10,15
21-12:37:34,124.65.78.198,3,206933,203912,144,142,93,93,97,111,71,287,343,398,6,9,30,65110,65492,65535,0,0,1,0
21-12:37:55,61.48.107.146,3,214539,0,161,0,7,7,10,18,13,22,209,218,20,36,91,81600,112426,258432,0,0,0,0
