time,monitor_ip,reorder,trans_bytes,retrans_bytes,trans_pkts,retrans_pkts,rtt_first,rtt_min,rtt_avg,rtt_max,mdev_avg,mdev_max,rto_avg,rto_max,cwnd_min,cwnd_avg,cwnd_max,wnd_min,wnd_avg,wnd_max,disorder_times,cwr_times,rcvy_times,loss_times
19-08:39:43,114.254.168.196,3,2346122,44800,1677,32,64,32,63,121,54,174,263,321,20,154,423,14656,282441,525312,0,0,1,0
19-08:40:30,114.241.106.253,3,2252377,8160,1659,6,25,25,68,209,31,135,268,409,20,196,435,81600,340249,522944,0,0,1,0
19-08:40:30,114.241.106.253,3,2252371,24747,1657,19,23,22,36,171,26,258,243,429,17,34,63,81600,479737,522944,0,0,1,0
19-08:42:38,111.197.231.67,3,2094254,72120,1747,61,58,38,53,66,29,116,252,266,20,162,274,43288,211456,261600,0,0,2,0
19-08:44:12,114.246.210.234,3,2048363,0,1425,0,23,23,102,175,31,101,302,375,20,153,229,64,236326,262144,0,0,0,0
19-08:45:12,61.51.45.130,3,2161724,61320,1483,42,17,17,102,120,16,174,302,320,20,37,69,65700,155811,224840,2,0,5,0
19-08:45:12,61.51.45.130,3,2317680,32120,1590,22,22,22,98,128,16,145,298,328,6,32,78,65700,154212,248200,2,0,3,0
19-08:45:17,61.51.45.130,3,2399462,29200,1646,20,102,25,80,121,20,255,288,357,20,31,44,65700,164113,261340,1,0,4,0
19-08:46:25,61.148.28.230,32,2119539,108688,1454,76,622,488,563,622,122,2490,1126,3112,6,30,45,65260,85277,132860,135,0,6,0
19-08:47:52,61.49.122.250,3,2346122,5760,1631,4,36,36,66,113,48,142,268,316,6,39,46,204,31658,43240,1,0,1,0
19-08:47:52,61.49.122.250,3,2346122,10080,1631,7,27,27,61,108,42,148,261,308,9,36,46,1284,31531,43240,1,0,3,0
19-08:47:52,61.49.122.250,3,2388960,10080,1660,7,30,30,68,116,59,258,275,373,6,39,46,684,31870,43280,0,0,1,0
19-08:49:13,125.33.253.115,3,2196477,315720,1518,242,28,28,213,981,172,1053,674,2641,2,47,122,64,151594,525824,5,0,3,3
19-08:49:49,202.60.120.81,3,2097702,23360,1441,16,162,116,142,177,80,447,424,609,20,83,145,65536,250578,262144,0,0,2,0
19-08:49:56,111.197.143.26,3,2448179,0,1702,0,186,46,182,1011,215,744,687,1589,20,157,410,29248,267571,524608,0,0,0,0
19-08:51:30,114.254.168.196,3,2346122,71400,1677,51,17,17,52,172,30,152,252,372,20,137,257,14656,324187,525632,0,0,1,0
19-08:53:5,114.254.99.254,3,2021035,169440,1434,120,39,39,55,75,32,81,255,275,20,151,478,60672,213120,748288,0,0,1,0
19-08:55:2,202.60.120.162,3,2036676,1326000,1500,975,40,40,52,157,53,910,316,1067,6,17,219,81664,256418,263936,8,0,17,0
19-08:57:3,123.115.166.171,3,2036676,2720,1501,2,25,23,54,108,17,161,254,308,20,177,243,81664,227958,263936,0,0,0,0
19-08:57:3,123.115.166.171,3,2036682,0,1501,0,32,32,64,121,21,154,263,321,20,164,242,81664,228608,262400,0,0,0,0
19-08:58:24,125.35.85.226,3,2252377,530400,1659,390,58,32,103,426,75,257,337,683,20,168,384,81600,372048,522944,0,0,1,0
19-08:58:24,125.35.85.226,3,2252371,586160,1658,431,58,43,86,441,81,336,362,777,20,120,249,81600,431936,737152,0,0,2,0
19-09:01:14,123.124.249.239,3,2097699,32580,1447,26,14,14,15,18,11,30,215,218,20,33,68,80,9647,65535,0,0,0,0
19-09:00:0,123.112.105.133,3,2487579,987563,1831,729,0,86,206,273,52,402,427,120000,6,15,30,81600,465156,631040,22,0,35,0
19-09:03:25,61.149.238.217,3,2097699,129600,1458,90,130,58,99,133,41,260,309,390,5,32,76,129300,129924,129940,2,0,6,2
19-08:57:2,114.251.121.66,19,2201763,3558555,1596,2580,36,36,1003,1028,59,2202,1433,3166,5,9,30,59136,66018,66048,62,4,22,38
19-09:05:31,114.252.70.234,3,2175899,137360,1602,101,24,23,26,79,7,88,226,279,12,17,63,81664,254085,263936,29,0,34,0
19-08:57:56,114.251.121.66,23,2026343,3313194,1470,2415,35,35,1004,1052,22,2199,1413,3591,5,10,35,63232,66048,66048,56,7,20,30
19-09:06:22,114.243.37.68,3,2252377,0,1659,0,41,41,93,202,40,97,292,402,20,237,531,81600,379048,704512,0,0,0,0
19-08:59:39,114.251.121.66,20,2193524,3866592,1593,2822,25,25,1003,1034,18,2220,1491,4150,5,9,36,66048,66048,66048,68,3,19,47
19-08:59:46,114.251.121.66,22,2011184,3662344,1459,2671,25,25,1008,1068,46,2083,1488,4353,5,9,30,61952,66044,66048,64,6,23,37
19-09:09:3,123.127.117.185,3,2097700,1599316,1441,1102,45,43,45,53,7,134,245,253,6,10,30,65152,185766,261340,6,0,10,0
19-08:59:9,114.251.121.66,19,2408750,4490480,1748,3272,26,26,1004,1048,48,2218,1461,4146,5,9,35,63232,66045,66048,85,4,26,57
19-09:10:30,123.122.220.38,3,2346125,16320,1727,12,43,23,93,227,49,244,307,471,20,166,244,81664,230912,263936,0,0,1,0
19-09:10:30,123.122.220.38,3,2346125,27200,1728,20,47,31,112,232,35,195,319,450,20,142,243,81664,232567,263936,1,0,1,0
19-09:11:23,114.254.230.13,3,2287866,233920,1688,172,43,43,80,120,50,137,280,320,6,102,218,81600,532992,911232,0,0,2,0
19-09:11:23,114.254.230.13,3,2246469,187680,1654,138,54,28,62,110,36,137,261,310,20,72,154,81600,658408,854080,0,0,2,0
19-09:12:30,61.148.242.141,3,2063993,0,1519,0,53,50,146,515,60,147,346,715,20,165,742,81664,458410,2095872,0,0,0,0
19-09:12:30,61.148.242.141,3,2063995,0,1519,0,54,53,161,498,77,219,363,717,20,146,729,81664,417578,2095872,0,0,0,0
19-09:12:51,124.65.228.50,3,2155397,37960,1477,26,0,242,272,312,42,526,529,801,20,33,64,65536,388432,966400,5,0,7,0
19-09:14:3,123.120.96.96,3,2252377,191760,1659,141,32,32,86,177,45,169,286,377,20,169,339,81600,449049,1048576,0,0,2,0
19-09:14:49,124.65.161.62,3,2252371,0,1659,0,25,25,93,188,49,136,293,388,20,213,640,81600,475178,1048576,0,0,0,0
19-09:16:13,123.120.236.99,3,2473272,334560,1820,246,32,32,67,146,23,113,267,346,20,146,322,13632,375488,767040,0,0,3,0
19-09:16:13,123.120.236.99,3,2473265,140080,1820,103,27,27,69,158,26,158,269,358,20,109,222,13632,540910,946560,0,0,2,0
19-09:16:2,202.60.127.62,3,2266594,2850478,1557,1955,53,47,51,78,15,196,276,562,2,8,32,123480,129881,129940,64,0,38,43
